Id,Prediction
1,0.5971183
2,0.57297033
3,0.6030337
4,0.58000195
5,0.5741397
6,0.58264905
7,0.575101
8,0.5756615
9,0.5739174
10,0.603818
11,0.573648
12,0.60303664
13,0.5837909
14,0.58677423
15,0.5745443
16,0.5737955
17,0.57440615
18,0.6010299
19,0.6160242
20,0.5862537
21,0.5817311
22,0.59250295
23,0.5910064
24,0.5756703
25,0.6036741
26,0.58085847
27,0.6156623
28,0.5742683
29,0.5833258
30,0.57443804
31,0.57343745
32,0.5969184
33,0.57320875
34,0.58572733
35,0.5738969
36,0.6064129
37,0.61558384
38,0.57530355
39,0.5817497
40,0.5744952
41,0.5736709
42,0.57515323
43,0.5843008
44,0.6311656
45,0.57435644
46,0.57606226
47,0.61558384
48,0.59344035
49,0.5772415
50,0.5804153
51,0.5758798
52,0.5736865
53,0.5736772
54,0.57495165
55,0.61568624
56,0.5759123
57,0.5748002
58,0.617645
59,0.5742526
60,0.57373077
61,0.57848215
62,0.61568993
63,0.5732724
64,0.574575
65,0.5969215
66,0.5743643
67,0.57302344
68,0.6157944
69,0.5733953
70,0.57879865
71,0.6156428
72,0.57585853
73,0.6031754
74,0.5734041
75,0.57286924
76,0.5742471
77,0.582395
78,0.5824793
79,0.57566655
80,0.5764651
81,0.57825583
82,0.5737658
83,0.5744822
84,0.60265607
85,0.5836147
86,0.6160339
87,0.5782298
88,0.58372205
89,0.576884
90,0.5782949
91,0.57595503
92,0.6156245
93,0.5745278
94,0.5731324
95,0.5736123
96,0.574669
97,0.58246326
98,0.57720494
99,0.6030198
100,0.6025991
101,0.61598945
102,0.61558384
103,0.6128933
104,0.6156027
105,0.57956386
106,0.58268064
107,0.61558384
108,0.5733444
109,0.6158206
110,0.6157222
111,0.575013
112,0.5785473
113,0.57513314
114,0.57413787
115,0.57401305
116,0.6155885
117,0.5772145
118,0.57432956
119,0.6026487
120,0.6026885
121,0.5760038
122,0.57360846
123,0.5851135
124,0.5780462
125,0.5790434
126,0.57664055
127,0.5734831
128,0.6030055
129,0.6026628
130,0.57524
131,0.615929
132,0.59880704
133,0.5760946
134,0.6176159
135,0.6027146
136,0.5788954
137,0.60279477
138,0.6128654
139,0.5755267
140,0.577076
141,0.5741608
142,0.58045036
143,0.61558384
144,0.57340914
145,0.6008708
146,0.58758134
147,0.60260564
148,0.5822624
149,0.57741
150,0.6167356
151,0.57597876
152,0.5774404
153,0.58072525
154,0.5800197
155,0.5756293
156,0.5751552
157,0.5736018
158,0.6159787
159,0.6156067
160,0.58813524
161,0.6026299
162,0.5738926
163,0.60472697
164,0.6027423
165,0.6168663
166,0.5749034
167,0.57604545
168,0.6002172
169,0.5744471
170,0.61558384
171,0.57348543
172,0.57549196
173,0.5737056
174,0.5750703
175,0.5738056
176,0.5794999
177,0.58171636
178,0.57714576
179,0.57468635
180,0.5740189
181,0.5742544
182,0.57595277
183,0.57341695
184,0.5879748
185,0.5826114
186,0.5759664
187,0.57613736
188,0.5738679
189,0.5732112
190,0.57346946
191,0.596417
192,0.6157662
193,0.57448643
194,0.5811162
195,0.61558384
196,0.61558384
197,0.5931149
198,0.5773533
199,0.6157351
200,0.5737361
201,0.5747164
202,0.5766104
203,0.5743366
204,0.5730601
205,0.5739461
206,0.5989772
207,0.5744537
208,0.5733951
209,0.5740502
210,0.583582
211,0.6167764
212,0.5766102
213,0.5840442
214,0.5746191
215,0.57301843
216,0.5926975
217,0.5746593
218,0.57569623
219,0.61558384
220,0.5969739
221,0.57971036
222,0.57341707
223,0.6111473
224,0.5823739
225,0.5732798
226,0.5828432
227,0.57580394
228,0.58473784
229,0.58651835
230,0.57439655
231,0.58067477
232,0.5747004
233,0.6156697
234,0.5753147
235,0.5743719
236,0.6161632
237,0.61565655
238,0.57627815
239,0.5734907
240,0.5912409
241,0.5766335
242,0.5736452
243,0.58253115
244,0.57749945
245,0.59331554
246,0.59703434
247,0.58614993
248,0.5849898
249,0.6156011
250,0.61558384
251,0.58008647
252,0.614062
253,0.6156125
254,0.59702885
255,0.57659656
256,0.575593
257,0.58299804
258,0.57407033
259,0.5782922
260,0.59675366
261,0.57403594
262,0.57509923
263,0.59792376
264,0.57407117
265,0.57514596
266,0.6159395
267,0.5853601
268,0.5729871
269,0.58027613
270,0.61560863
271,0.5743066
272,0.57412827
273,0.5761817
274,0.57579356
275,0.6094355
276,0.57327545
277,0.57592285
278,0.6026126
279,0.59820586
280,0.5970326
281,0.5804868
282,0.57444257
283,0.6158071
284,0.61562115
285,0.5760064
286,0.594486
287,0.60118073
288,0.61558384
289,0.5729809
290,0.5777335
291,0.6155922
292,0.602641
293,0.5733859
294,0.5909721
295,0.61558384
296,0.5738817
297,0.5822413
298,0.61558384
299,0.61558384
300,0.5746662
301,0.57671934
302,0.5784187
303,0.5752756
304,0.57537645
305,0.6311656
306,0.57334644
307,0.5731461
308,0.5746529
309,0.58269536
310,0.5775656
311,0.5757338
312,0.61558384
313,0.57292396
314,0.573788
315,0.57694405
316,0.60263026
317,0.5792136
318,0.5829296
319,0.59103507
320,0.57334965
321,0.57714653
322,0.5732694
323,0.61580783
324,0.61558384
325,0.5758342
326,0.57364696
327,0.58299357
328,0.5749779
329,0.57843834
330,0.61571246
331,0.59095097
332,0.57634956
333,0.58397144
334,0.5998824
335,0.5867769
336,0.5864652
337,0.61688507
338,0.58673406
339,0.57542706
340,0.61559784
341,0.57831776
342,0.57733554
343,0.6025903
344,0.5843019
345,0.5773032
346,0.57817024
347,0.5781383
348,0.61558384
349,0.5744592
350,0.5735683
351,0.5737426
352,0.5910652
353,0.57658476
354,0.57617277
355,0.57880765
356,0.5749711
357,0.57303923
358,0.57885325
359,0.5739388
360,0.58562773
361,0.61564577
362,0.6006365
363,0.58218277
364,0.573125
365,0.57649034
366,0.5755007
367,0.60076433
368,0.5748981
369,0.5870381
370,0.61567074
371,0.5855612
372,0.57330495
373,0.573241
374,0.5734406
375,0.57528234
376,0.58431983
377,0.5968705
378,0.6084305
379,0.61569005
380,0.6025983
381,0.57486117
382,0.5733347
383,0.616355
384,0.5729111
385,0.5782638
386,0.5737656
387,0.603542
388,0.5729437
389,0.59678566
390,0.5736639
391,0.5778022
392,0.5732508
393,0.5780824
394,0.5787197
395,0.58487636
396,0.5816448
397,0.5760532
398,0.61582094
399,0.57313085
400,0.5889709
401,0.5749251
402,0.57546407
403,0.5746376
404,0.5731752
405,0.5868648
406,0.61138296
407,0.57654756
408,0.57445425
409,0.57393414
410,0.5755807
411,0.5771791
412,0.5736705
413,0.61558384
414,0.5735303
415,0.5737092
416,0.61576575
417,0.57299775
418,0.6173325
419,0.6157183
420,0.5827711
421,0.6042107
422,0.5747004
423,0.58274335
424,0.574557
425,0.5732722
426,0.57577145
427,0.5881239
428,0.5759039
429,0.57675046
430,0.58524644
431,0.5805343
432,0.574652
433,0.5803608
434,0.61558384
435,0.6156216
436,0.6155982
437,0.5910237
438,0.58611107
439,0.57384753
440,0.57566255
441,0.57562566
442,0.61558384
443,0.57806766
444,0.57709974
445,0.59102935
446,0.5821268
447,0.6029558
448,0.58860713
449,0.58478796
450,0.58417785
451,0.5769506
452,0.5729833
453,0.5833173
454,0.61558384
455,0.5875654
456,0.5777399
457,0.5763063
458,0.5910818
459,0.58389896
460,0.57322925
461,0.5740212
462,0.5747629
463,0.61740595
464,0.5731279
465,0.5770762
466,0.60273886
467,0.5968649
468,0.61577964
469,0.5733971
470,0.57545006
471,0.5764034
472,0.5729687
473,0.5732745
474,0.61577064
475,0.57973444
476,0.5968486
477,0.5757913
478,0.6209757
479,0.6182528
480,0.5745376
481,0.5750726
482,0.5756408
483,0.5754211
484,0.57746756
485,0.58666396
486,0.5845806
487,0.57543963
488,0.58512676
489,0.573325
490,0.5728767
491,0.57488847
492,0.5910967
493,0.60328066
494,0.5793961
495,0.5732903
496,0.58371466
497,0.57431877
498,0.6026445
499,0.5970592
500,0.5967658
501,0.5786594
502,0.57561004
503,0.615633
504,0.57543296
505,0.57490265
506,0.5761017
507,0.5806081
508,0.57473063
509,0.59682184
510,0.5756696
511,0.5866228
512,0.5741422
513,0.61559707
514,0.6027622
515,0.5772798
516,0.602667
517,0.57400495
518,0.5863023
519,0.591085
520,0.60270333
521,0.57876277
522,0.60778356
523,0.6039448
524,0.5812554
525,0.60184216
526,0.5937917
527,0.6156209
528,0.5749457
529,0.58276284
530,0.6176838
531,0.57504225
532,0.6225392
533,0.5748472
534,0.61558384
535,0.5868915
536,0.5729337
537,0.5743771
538,0.58260256
539,0.57497454
540,0.57325226
541,0.591041
542,0.6311656
543,0.5830954
544,0.5757677
545,0.5753352
546,0.5747734
547,0.57678574
548,0.5734827
549,0.57443225
550,0.57859474
551,0.5762298
552,0.5828448
553,0.5749964
554,0.58726734
555,0.5743333
556,0.5758552
557,0.61558384
558,0.60320413
559,0.5844056
560,0.58282876
561,0.5741129
562,0.5744784
563,0.58487445
564,0.57830137
565,0.5742813
566,0.5836603
567,0.5905755
568,0.5747119
569,0.5759975
570,0.58090925
571,0.5847412
572,0.57529646
573,0.5809905
574,0.5869792
575,0.5758943
576,0.59110826
577,0.57545656
578,0.57852536
579,0.57317823
580,0.5818239
581,0.5778528
582,0.59930676
583,0.57365143
584,0.57569075
585,0.5827376
586,0.57558846
587,0.57280207
588,0.5737557
589,0.61558384
590,0.58551157
591,0.5735859
592,0.5745748
593,0.57601696
594,0.57915664
595,0.58298033
596,0.61558384
597,0.57333684
598,0.57594335
599,0.60269624
600,0.5747592
601,0.5744784
602,0.5984055
603,0.5747352
604,0.57802796
605,0.5787323
606,0.574154
607,0.5763336
608,0.5745622
609,0.5737442
610,0.5985601
611,0.57341355
612,0.58278114
613,0.6156968
614,0.579687
615,0.57371086
616,0.576826
617,0.5735408
618,0.58750343
619,0.6156878
620,0.59800625
621,0.5911251
622,0.5757791
623,0.5910184
624,0.61558384
625,0.57473326
626,0.58829474
627,0.61558384
628,0.5809723
629,0.577043
630,0.57422036
631,0.58644724
632,0.5766231
633,0.6051238
634,0.5859387
635,0.57449454
636,0.615968
637,0.5792934
638,0.57519835
639,0.58293813
640,0.58074594
641,0.5835727
642,0.5745167
643,0.58214366
644,0.57776386
645,0.60270023
646,0.582652
647,0.5748574
648,0.5747931
649,0.59529716
650,0.57477856
651,0.5731106
652,0.5973276
653,0.603032
654,0.6155976
655,0.60281587
656,0.5911741
657,0.5738343
658,0.5771207
659,0.5749365
660,0.61564684
